ts,Exit Time,Symbol,Side,Closed PnL,exec_fee,avgEntryPrice,avgExitPrice,qty,orderId,orderLinkId
1770823062257,2026-02-11 15:17:42,LINKUSDT,Buy,-0.10982471,,8.181,8.19,6.1,9221955a-8da2-457a-9557-aca1c52e1c72,
1770823062563,2026-02-11 15:17:42,BTCUSDT,Buy,-0.12585412,,66016.2,66092.5,0.001,db51e641-c927-4302-aef4-811828654fbd,
1770823069302,2026-02-11 15:17:49,XRPUSDT,Buy,-0.09547381,,1.3516,1.3527,36.9,114c31b8-23d2-4ac4-ad64-f091f1d6a93e,
1770823069914,2026-02-11 15:17:49,BNBUSDT,Buy,-0.18515155,,591.8,593.4625,0.08,cfc8e047-c886-4366-87c8-55017ce7f535,
1770824102237,2026-02-11 15:35:02,XRPUSDT,Buy,-0.06598221,,1.3527,1.353,36.9,6915b664-9c94-4219-977e-ac0009863a1e,
1770824116633,2026-02-11 15:35:16,ADAUSDT,Buy,-0.13399848,,0.2514,0.2518,198,e04bc847-5b77-439b-9687-088da4bd5036,
1770824117551,2026-02-11 15:35:17,ETHUSDT,Buy,-0.10817827,,1924.64,1927.93,0.02,7107a411-5cc0-404e-beec-7fea31b3816d,
1770824163485,2026-02-11 15:36:03,BTCUSDT,Buy,-0.2081262,,66319.9,66455,0.001,c2987c0f-74c0-477f-a262-e3fd697438b2,
1770825107772,2026-02-11 15:51:47,ADAUSDT,Buy,0.22116993,,0.2528,0.2514,197,509bd23c-effc-4d5b-b7f8-c32cef9fd098,
1770826862741,2026-02-11 16:21:02,SOLUSDT,Buy,-0.7682316,,79.62,80.84,0.6,91f957a7-8021-4201-8989-daf3afe62278,
1770828011673,2026-02-11 16:40:11,ETHUSDT,Buy,0.0407851,,1930.03,1925.87,0.02,91ffcf28-6ec2-46e2-8b05-b1409f7d110d,
1770828030346,2026-02-11 16:40:30,BTCUSDT,Buy,0.01413316,,66468,66380.8,0.001,bfc9c117-3cab-4817-b44b-6bced5f28d01,
1770829473473,2026-02-11 17:04:33,XRPUSDT,Buy,0.10020783,,1.3515,1.3473,36.9,227a1bb2-e5bf-40e4-aaeb-565aed017a6d,
1770829756662,2026-02-11 17:09:16,ETHUSDT,Buy,-0.06014572,,1915.23,1916.8,0.02,8a3a5f2e-5511-4e27-ba28-3ecd1944708d,
1770829865367,2026-02-11 17:11:05,LINKUSDT,Buy,0.43027376,,8.257,8.179,6,bde28cde-1ca7-4392-8825-288aa329df6c,
1770830183753,2026-02-11 17:16:23,SOLUSDT,Buy,-0.1794582,,78.62,78.86,0.6,8a60bf0e-9b78-4751-a5af-6a353fa81f8c,
1770833602483,2026-02-11 18:13:22,ETHUSDT,Buy,0.16101644,,1931.61,1921.44,0.02,b0066822-24ad-4b81-b16d-d8a1e4507ee7,
1770833608296,2026-02-11 18:13:28,LINKUSDT,Buy,0.1369842,,8.247,8.218,6,e10105c1-4a12-4133-b8c5-ef150aa03764,
1770833703833,2026-02-11 18:15:03,SOLUSDT,Buy,0.15186,,79.17,78.83,0.6,a4ed2916-2e22-4781-81bf-9a997ac955f9,
1770834493614,2026-02-11 18:28:13,BTCUSDT,Buy,-1.02568338,,66062.4,67038,0.001,b1aecee1-7945-4b59-8e88-3d9c19f299d9,
1770866530324,2026-02-12 03:22:10,TRXUSDT,Sell,-0.1317722,,0.27854,0.27811,179,408edca6-9a7e-4616-8124-a730aaff0328,
1770878550753,2026-02-12 06:42:30,BNBUSDT,Sell,-0.1089624,,616.7,615.8,0.08,08ad1583-155b-4879-8d7b-27575616badf,
1770889231399,2026-02-12 09:40:31,XRPUSDT,Sell,-0.00077344,,1.3873,1.3888,28.8,da54f654-8f8c-4613-b4f7-e4f09bd6a73c,
1770890082335,2026-02-12 09:54:42,TRXUSDT,Sell,-0.15292455,,0.27881,0.27829,179,1f8f76ce-cacd-4c11-945e-c8e8f34e60f9,
1770890257125,2026-02-12 09:57:37,AVAXUSDT,Sell,-0.03162768,,8.863,8.864,5.6,210bacc4-0bba-4cc3-af6a-765f4f219386,
1770890257431,2026-02-12 09:57:37,LINKUSDT,Sell,0.04574451,,8.483,8.498,5.8,1a06323c-39be-4ba6-86dd-3c7c1c4f6e99,
1770892867836,2026-02-12 10:41:07,ADAUSDT,Sell,-0.12949565,,0.2661,0.2657,187,580099f9-5764-453e-829e-3c349b7cbf73,
1770894392122,2026-02-12 11:06:32,AVAXUSDT,Sell,0.25870823,,8.883,8.939,5.6,660fb1af-124e-4736-a475-0b56243509ac,
1770897816601,2026-02-12 12:03:36,BTCUSDT,Sell,-0.1320626,,68009.6,67928.5,0.001,a7909102-8f42-4ce0-a7d1-f9a4510aa2a0,
1770907552438,2026-02-12 14:45:52,XRPUSDT,Sell,-0.81770329,,1.4052,1.3837,35.5,eed6764f-5f4c-4141-8f9e-f66d1597f579,
1770908683154,2026-02-12 15:04:43,AVAXUSDT,Sell,-0.16620576,,8.923,8.9,5.6,cdcc5911-6b41-49ef-91c6-7f327bab24de,
1770908686523,2026-02-12 15:04:46,LINKUSDT,Sell,-0.81411613,,8.579,8.448,5.8,ec9b0a8d-1f9c-44fd-a3d5-1a0f4a4241d9,
1770908686828,2026-02-12 15:04:46,BNBUSDT,Sell,-0.8300804,,619.4,609.7,0.08,63b8796f-ae0d-42d2-a4aa-d01ca31f8aea,
1770909765544,2026-02-12 15:22:45,ETHUSDT,Buy,-0.13679424,,1970.13,1974.8,0.02,1695b66c-b434-4bdf-9f36-377503fde49d,
1770911157401,2026-02-12 15:45:57,BTCUSDT,Buy,-0.02384208,,67518,67467.6,0.001,01ed14be-2264-4de2-aba5-30807cb532f3,
1770911383658,2026-02-12 15:49:43,SOLUSDT,Buy,-0.1013412,,80.78,80.86,0.6,7db7cdaf-dfa0-401e-9ca1-f3dc1b02f2e6,
1770911385495,2026-02-12 15:49:45,ETHUSDT,Buy,-0.04508833,,1958.51,1958.61,0.02,8c42d689-c3d3-459e-94cd-85fe43f9e241,
1770912299517,2026-02-12 16:04:59,BTCUSDT,Buy,-0.08319916,,67176.4,67185.7,0.001,9fcd4359-ce50-4799-8023-45cb3d222a72,
1770913032371,2026-02-12 16:17:12,XRPUSDT,Buy,0.87017526,,1.385,1.3594,36.1,5bf82164-385d-4701-986a-afa64b0731fe,
1770913445489,2026-02-12 16:24:05,ETHUSDT,Buy,-0.02518812,,1919.34,1919.16,0.02,0e60c78a-1d43-4772-a0f9-b00947d79a83,
1770913446714,2026-02-12 16:24:06,ADAUSDT,Buy,0.09700506,,0.2602,0.2595,192,bfd6e954-2263-403d-8115-082b050c411e,
1770913447632,2026-02-12 16:24:07,BTCUSDT,Buy,0.09915137,,66574.1,66425.1,0.001,155d4bd5-2df9-4f1c-bf0f-b11aebd5f8e3,
1770914069285,2026-02-12 16:34:29,AVAXUSDT,Buy,-0.13971356,,8.639,8.654,5.7,7b3bcb1c-02c2-482c-9a48-38433b09b8f2,
1770914070204,2026-02-12 16:34:30,XRPUSDT,Buy,-0.128763,,1.3531,1.3551,36.9,a5ae00c3-3761-443b-beab-21b5188833d4,
1770914070512,2026-02-12 16:34:30,LINKUSDT,Buy,-0.11413321,,8.197,8.207,6,e0adb745-bb32-4613-97fc-e64ae89ad11d,
1770914101149,2026-02-12 16:35:01,DOGEUSDT,Buy,-0.1742669,,0.09136,0.09157798,547,5cd1d42a-3fe5-4074-8541-61d4f8ec96de,
1770914101760,2026-02-12 16:35:01,SOLUSDT,Buy,-0.2318826,,78.46,78.76,0.6,4c1a8a27-6406-4a24-828d-d4e32232fc8a,
1770916037342,2026-02-12 17:07:17,BTCUSDT,Buy,-0.15977142,,65747.6,65858,0.001,faa1a727-f39b-4ddb-8838-b2f218afa6cd,
1770916038261,2026-02-12 17:07:18,XRPUSDT,Buy,-0.03008896,,1.3511,1.3509,37,c4550c86-ea6b-4930-bbef-e4d08fab6d61,
1770916445484,2026-02-12 17:14:05,ETHUSDT,Buy,-0.06977149,,1907.1,1908.49,0.02,807c026a-e52f-4fe0-a726-965cf2bd3148,
1770916838301,2026-02-12 17:20:38,AVAXUSDT,Buy,-0.05990673,,8.677,8.681,5.7,ceec9e69-7a59-4328-8333-f9c5624e4754,
1770916852697,2026-02-12 17:20:52,BNBUSDT,Buy,-0.1243544,,605.1,606.2,0.08,9a091c91-2ea3-448d-962c-c0188f6dcf1d,
1770917876779,2026-02-12 17:37:56,ADAUSDT,Buy,-0.15352764,,0.2602,0.2608,193,9b2753a8-0804-47ba-8d86-7fa45668ad0e,
1770919356075,2026-02-12 18:02:36,DOGEUSDT,Buy,-0.13141292,,0.09146,0.0916,546,16f7359f-3fed-4565-ad0a-6a844b871d7f,
1770920543634,2026-02-12 18:22:23,ETHUSDT,Buy,0.00997528,,1909.73,1907.8,0.02,ae42e2c9-0c21-49df-a074-f790ea9f0404,
1770920619550,2026-02-12 18:23:39,BTCUSDT,Buy,-0.04846327,,65432.9,65409.4,0.001,d7ff2976-547a-48e4-b769-a61af0294147,
1770920673738,2026-02-12 18:24:33,SOLUSDT,Buy,0.0550125,,77.86,77.71,0.6,1513df2e-fab5-4004-916d-d476452dabe9,
1770922026272,2026-02-12 18:47:06,XRPUSDT,Buy,-0.07458874,,1.3611,1.3621,36.9,3d9d3227-4fd8-49dd-bcb4-b2a6dad132d3,
1770923652852,2026-02-12 19:14:12,SOLUSDT,Buy,0.0928104,,77.68,77.44,0.6,37c8fbc2-4bb4-4b42-a9d2-d18c044acd58,
1770923653465,2026-02-12 19:14:13,XRPUSDT,Buy,0.09890196,,1.3637,1.3595,36.6,f5c7657c-58c1-4951-b852-ed7e5bf31ea4,
1770923654688,2026-02-12 19:14:14,ETHUSDT,Buy,0.02161992,,1920.52,1918,0.02,ca4e7a04-ef98-47ec-8267-2c8b4a43538a,
1770923894068,2026-02-12 19:18:14,DOGEUSDT,Buy,-0.12618224,,0.09108,0.09121,548,6bebff7f-e4ab-42b4-b33e-3d4c1bf3ea62,
1770924011614,2026-02-12 19:20:11,BTCUSDT,Buy,-0.21,,65476.5,65614.4,0.001,a3de7451-832b-4489-ba7a-8343e1b799c4,
1770924163153,2026-02-12 19:22:43,AVAXUSDT,Buy,-0.80127153,,8.667,8.801,5.7,3ee790a0-f36c-4468-9202-ed49f67964cd,
1770925010886,2026-02-12 19:36:50,ADAUSDT,Buy,-0.78668064,,0.2602,0.2641,192,370ad872-da19-4ae3-bb19-fad27033f84f,
1770926158808,2026-02-12 19:55:58,SOLUSDT,Buy,0.2090117,,78.05,77.64333334,0.6,582e4126-12c9-4dbf-bcbb-4664a852a042,
1770926691695,2026-02-12 20:04:51,ETHUSDT,Buy,0.0640419,,1933.95,1929.3,0.02,16e00b9c-5b61-4b03-9265-28a908e7223d,
1770926752623,2026-02-12 20:05:52,BTCUSDT,Buy,-0.17883512,,65818.6,65948,0.001,36c954f9-1d52-4c3e-9bf2-caa552af1f33,
1770927297491,2026-02-12 20:14:57,LINKUSDT,Buy,0.08263948,,8.317,8.297,6,a848dd27-8c81-4c03-b0cb-f56cf8eb0f8d,
1770928570602,2026-02-12 20:36:10,BTCUSDT,Buy,0.11009176,,65727.8,65568.5,0.001,d96f1b36-9af5-4dd6-b075-fbc68bef90ed,
1770928797418,2026-02-12 20:39:57,XRPUSDT,Buy,0.06579178,,1.3639,1.36015632,29.3,d0d46c54-9eb3-4ccc-9d0e-0f0b53f1119b,
1770930156898,2026-02-12 21:02:36,BNBUSDT,Buy,0.17463605,,608,605.3625,0.08,d938eb14-1fba-422b-a703-f12d046c8408,
1770930251479,2026-02-12 21:04:11,ETHUSDT,Buy,-0.07638463,,1917.23,1919.61,0.02,396fe4c7-997b-4882-b546-ac25b520a5d5,
1770931119917,2026-02-12 21:18:39,ADAUSDT,Buy,0.14022981,,0.26072041,0.2597,191,8e2d0033-a6e3-41ce-ae85-3bfa7a6703c9,
1770932039398,2026-02-12 21:33:59,LINKUSDT,Buy,-0.04920811,,8.267,8.269,6,ea84f04b-fad5-4151-8902-ab2c05ca8f69,
1770932057778,2026-02-12 21:34:17,SOLUSDT,Buy,-0.1067976,,77.24,77.36,0.6,5aa523de-9a90-4e2b-b9e2-fb7cacb841da,
1770935099469,2026-02-12 22:24:59,LINKUSDT,Buy,0.052713,,8.297,8.282,6,fd977116-62ec-4fb7-ab1a-a21e2f8b7b8f,
1770936223640,2026-02-12 22:43:43,SOLUSDT,Buy,-0.0228324,,77.42,77.4,0.6,690a6d8e-e1db-4b36-a47d-da7c0aaad47b,
1770940893459,2026-02-13 00:01:33,XRPUSDT,Buy,-0.15804466,,1.3623,1.3651,36.7,f1f87d80-222b-4cad-b4b5-06da6b799b03,
1770941149392,2026-02-13 00:05:49,BTCUSDT,Buy,-1.03365689,,65484.9,66469,0.001,26e4d6b2-0b9f-41bd-b41d-edba4dd23ea5,
1770942970611,2026-02-13 00:36:10,SOLUSDT,Buy,-0.0350685,,77.93,77.93,0.6,723e6706-cc2c-4f07-8a01-ff0b91d4f996,
1770943181498,2026-02-13 00:39:41,ETHUSDT,Buy,-0.03560751,,1936.88,1936.53,0.02,77fb39ed-f541-4b0a-adeb-fd4420058596,
1770943253417,2026-02-13 00:40:53,BTCUSDT,Buy,-0.08606958,,66066,66102.5,0.001,2f2b4374-2871-471b-9580-6d28c1ba4834,
1770944111045,2026-02-13 00:55:11,DOGEUSDT,Buy,-0.15260121,,0.09223,0.09241,542,624312c2-4179-4e84-9194-cc4b4a41088b,
1770952465539,2026-02-13 03:14:25,TRXUSDT,Sell,-0.14943208,,0.27918,0.27868,179,ebb84511-9ab2-470a-ade9-bb54defa8299,
1770960928396,2026-02-13 05:35:28,BTCUSDT,Buy,-0.05910407,,66398.6,66407.9,0.001,f76a1eec-4576-41d5-802b-186d82d092ec,
1770964445731,2026-02-13 06:34:05,BNBUSDT,Buy,0.684228,,602.8,593.8,0.08,ebd68ee4-1791-4951-8cd4-51514b213f7b,
1770965191720,2026-02-13 06:46:31,ETHUSDT,Buy,0.0482296,,1934.19,1930.33,0.02,8d4468ba-5b16-4fc8-9279-d2822377f065,
1770965784943,2026-02-13 06:56:24,DOGEUSDT,Buy,-0.11170877,,0.09223,0.0923346,542,a02f120c-6a93-43ea-9302-685a6ef9b5ca,
1770972497716,2026-02-13 08:48:17,ADAUSDT,Buy,-0.79165645,,0.2602,0.2641,193,453f91a8-9961-4445-8328-88fcab99210d,
1770980338733,2026-02-13 10:58:58,SOLUSDT,Sell,0.1378908,,80.03,80.32,0.6,fb0e0d23-ce02-42e1-b0aa-a50d3fdffd7d,
1770989576250,2026-02-13 13:32:56,LINKUSDT,Sell,0.01216818,,8.453,8.46140677,5.9,a2374810-56b5-43d8-813a-b7ca50c5d14c,
1770991455553,2026-02-13 14:04:15,BTCUSDT,Sell,-0.08306874,,67158,67148.8,0.001,13389338-2ada-4513-938b-e836460e1c5a,
1770992395901,2026-02-13 14:19:55,BNBUSDT,Buy,-0.14379744,,595.9,597.2,0.08,2c67af53-c22c-4721-a171-6cd2eebb589f,
1770993232234,2026-02-13 14:33:52,XRPUSDT,Sell,-0.08456778,,1.379,1.3776,29,ce31a753-5035-4333-ba0a-b94a26bde919,
1770993232847,2026-02-13 14:33:52,SOLUSDT,Sell,0.0417141,,80.54,80.67,0.6,03f52692-421a-488b-938a-1657956d5ffd,
1770993258263,2026-02-13 14:34:18,AVAXUSDT,Buy,-0.8780702,,8.834,8.981,5.6,b38d6887-a0b2-4a2d-b29d-4aa87da6ab0a,
1770993837611,2026-02-13 14:43:57,BNBUSDT,Buy,0.0033452,,598.7,598,0.08,cbfc4d60-fc5e-468c-ab10-dda84a6bc916,
1770994216406,2026-02-13 14:50:16,XRPUSDT,Sell,-0.09480459,,1.3889,1.3873,35.9,3119ae68-7db2-4d0f-bc57-22522faa9041,
1770994216710,2026-02-13 14:50:16,ETHUSDT,Sell,0.00011264,,1991.39,1992.89,0.02,3eeac332-44b3-438d-87af-d8f1db6e51cb,
1770994429521,2026-02-13 14:53:49,BTCUSDT,Sell,0.03546241,,67586.9,67673.1,0.001,f77efa45-33b3-46c8-b60e-87d644631a2a,
1770995042473,2026-02-13 15:04:02,XRPUSDT,Sell,-0.05858255,,1.3844,1.3843,36.1,be418faf-126b-4d57-9f48-e3c5c3b84e53,
1770996121526,2026-02-13 15:22:01,ETHUSDT,Sell,-0.09318588,,2018.76,2016.32,0.02,14be11d8-9594-4e31-a7d7-8b8d8a3346e2,
1770996892842,2026-02-13 15:34:52,SOLUSDT,Sell,0.8331474,,82.37,83.85,0.6,57ccbcb4-2bcc-4d3d-9f77-07eec6e7a589,
1770996918264,2026-02-13 15:35:18,XRPUSDT,Sell,0.44952001,,1.3962,1.4103,35.8,17583b28-14cf-4dcb-ac34-6d2f10659a04,
1770996921633,2026-02-13 15:35:21,BTCUSDT,Sell,0.49017614,,68375.2,68940.9,0.001,6715c656-5da1-4d8a-9b4b-a83953fcf970,
1770997744679,2026-02-13 15:49:04,ETHUSDT,Sell,-0.1206182,,2030,2026.2,0.02,e5b40758-e098-4d0c-80be-789c482a662d,
1770997754479,2026-02-13 15:49:14,XRPUSDT,Sell,-0.1649055,,1.4063,1.4032,35.5,50781729-d19c-4a5b-b187-9b49171eb735,
1770998218567,2026-02-13 15:56:58,BTCUSDT,Sell,-0.20398223,,68593.6,68465,0.001,b9588f5f-b8b0-4ba0-b17c-ceb24f48b7e0,
1770998576524,2026-02-13 16:02:56,LINKUSDT,Sell,-0.0887114,,8.697,8.691,5.7,fdabc0ce-e712-4edb-9c97-d93ead6336d9,
1770999648088,2026-02-13 16:20:48,AVAXUSDT,Sell,0.21038859,,9.102,9.151,5.4,06b61113-0d4b-40ea-8922-27e38179f419,
1770999661561,2026-02-13 16:21:01,BTCUSDT,Sell,-0.19267238,,68999.9,68858.9,0.001,ed76dbaa-798c-4d9b-bdbd-e39371f4c8f5,
1771000365740,2026-02-13 16:32:45,ETHUSDT,Sell,0.23396492,,2049.16,2063.12,0.02,5768b4df-e8ef-42cf-b254-0921357dfe9a,
1771000447809,2026-02-13 16:34:07,SOLUSDT,Sell,0.33332925,,83.92,84.65,0.5,d6e64c65-53d7-41d0-a0a5-20b3e20858d0,
1771000483632,2026-02-13 16:34:43,BTCUSDT,Sell,0.16187386,,68944.8,69158.5,0.001,3a53de0b-a3b9-4586-acbf-5cde8f79bbda,
1771000673764,2026-02-13 16:37:53,ADAUSDT,Sell,0.49883788,,0.2697,0.2727,185,b4c1c017-e13f-48d5-9e67-f7e71c8b8f8b,
1771001884264,2026-02-13 16:58:04,XRPUSDT,Sell,-0.07944939,,1.4189,1.4177,35.1,3fbd22d8-633e-4b2a-b810-ccc55c8376af,
1771001920086,2026-02-13 16:58:40,DOGEUSDT,Sell,-0.1222887,,0.0965,0.09637,518,cb964ffa-9d84-427d-b706-fba1c08f789c,
1771001923151,2026-02-13 16:58:43,AVAXUSDT,Sell,-0.12902166,,9.203,9.186,5.4,bec66716-2250-46da-9022-5ff3055c67d4,
1771005663118,2026-02-13 18:01:03,DOGEUSDT,Sell,-0.08604917,,0.09621,0.09615,519,ef3eb401-dc20-4809-8fe5-5ac1d0c13245,
1771008533417,2026-02-13 18:48:53,BTCUSDT,Sell,-0.05455997,,69148.6,69145.9,0.001,2b256fbf-d935-40b1-910a-e1e87a5e3d30,
1771009139780,2026-02-13 18:58:59,SOLUSDT,Sell,0.3931275,,84.37,85.22,0.5,5bdf183e-f43b-4116-9087-653eb5377e92,
1771010982119,2026-02-13 19:29:42,AVAXUSDT,Sell,-0.08547476,,9.18,9.167,4.3,45e2fce5-d076-4d6a-89e8-d0bb279faa46,
1771011001099,2026-02-13 19:30:01,DOGEUSDT,Sell,-0.1542303,,0.09656221,0.09637,517,032c12b1-d0ae-4ca4-9981-f997685f7b32,
1771011709390,2026-02-13 19:41:49,LINKUSDT,Sell,-0.10964856,,8.783,8.77,5.6,9fa51e17-9eec-464e-8585-1e0a3c1caabb,
1771011737858,2026-02-13 19:42:17,BNBUSDT,Sell,-0.1410168,,617.9,616.6,0.08,473b6a36-d824-4be5-9cbd-7f809773a475,
1771018253802,2026-02-13 21:30:53,SOLUSDT,Sell,-0.11680575,,84.94,84.77,0.5,4040edc3-12c6-4c8b-8971-52b381112af2,
1771020866286,2026-02-13 22:14:26,AVAXUSDT,Sell,-0.04270968,,9.213,9.212,5.4,671dc534-2bda-4132-a336-71a44e52f374,
1771021271516,2026-02-13 22:21:11,TRXUSDT,Sell,0.25303277,,0.27956,0.28129,178,7588a940-4301-4403-9a24-a03af3952d46,
1771030809349,2026-02-14 01:00:09,LINKUSDT,Sell,-0.09497328,,8.823,8.813,5.6,0a14cb3d-d0de-42c6-a7df-b0cfdaad7643,
1771030981043,2026-02-14 01:03:01,AVAXUSDT,Sell,-0.09070002,,9.183,9.174,5.4,53a7c608-83ab-4474-ab8a-c4c5839dffab,
1771032312296,2026-02-14 01:25:12,LINKUSDT,Sell,-0.11025112,,8.812,8.802,5.6,69398fe9-966f-45aa-b618-97aeb5984848,
1771032619245,2026-02-14 01:30:19,AVAXUSDT,Sell,-0.11747361,,9.17851163,9.16127906,4.3,7fcd4219-548d-4ee5-954b-5d811c862f03,
1771032792774,2026-02-14 01:33:12,ADAUSDT,Sell,-0.0729421,,0.2755,0.2754,181,660eb75a-967b-495d-ae32-bfaeb79f2581,
1771034049711,2026-02-14 01:54:09,ADAUSDT,Sell,-0.14467771,,0.2764,0.2759,180,029302bd-6663-4ad2-8fc4-ae26efe7d848,
1771035643887,2026-02-14 02:20:43,DOGEUSDT,Sell,-0.15708313,,0.09652,0.09633,518,a5cfb0a7-5305-4179-9949-6e06242c92e3,
1771039317872,2026-02-14 03:21:57,ADAUSDT,Sell,-0.12729188,,0.2759,0.2755,181,a3f37f9e-1869-439a-866f-6d4cdbbf86c7,
1771042231722,2026-02-14 04:10:31,ADAUSDT,Sell,-0.1448163,,0.2771,0.2766,180,524c6a4a-a774-4978-93eb-7841ef5668ec,
1771042921794,2026-02-14 04:22:01,SOLUSDT,Sell,-0.08681475,,84.92,84.81,0.5,33a628d8-8eab-425d-8d4c-dcc996375401,
1771045356717,2026-02-14 05:02:36,ETHUSDT,Sell,-0.11117133,,2054.37,2050.35,0.02,23f985f4-e62e-4ae2-bc73-407bdaabdef4,
1771047134294,2026-02-14 05:32:14,LINKUSDT,Sell,-0.14916302,,8.863,8.843,5.6,af8c4781-922f-45c3-9b61-31d90b024e7e,
1771056489357,2026-02-14 08:08:09,XRPUSDT,Sell,0.22322963,,1.4183,1.4262,35.2,8c676ffc-3187-4f9d-8946-f2df95a26487,
1771057270817,2026-02-14 08:21:10,ADAUSDT,Sell,0.15714058,,0.276,0.2772,181,4a641dd0-d5b5-44e6-85e5-6ddedea445a3,
1771059068446,2026-02-14 08:51:08,ETHUSDT,Sell,0.11947887,,2069.22,2076.75,0.02,f4276b61-1f1d-40dd-8e1c-db8f2c8e8b71,
1771060282719,2026-02-14 09:11:22,SOLUSDT,Sell,-0.0022515,,85.96,86.02,0.5,1a06db47-ff6f-4657-be12-3c1581582d50,
